title_id,title_name_kr,title_name_en,title_url,title_image,views,likes,rating,rating_count,tags,genre,art_author,content_format,synopsis,pitch,creator_id,created_at,updated_at,story_author,comps,tagline,description,completed,chapters,perfect_for,tone,audience,rights
d4f9bc03-1c57-41ab-9162-fdbf15df9e91,,Science Tikitaka,,,1000000,,,,[],NONFICTION,BAEM,,,,e05e353c-60c7-4253-a7da-e0da35f3cf44,2025-07-23 08:56:59.827661+00,2025-07-23 08:56:59.827661+00,"Ohoo, Mooseon","Bill Nye, The Science Guy","Fun, visual, accessible science show","Everyday science made fun!
Think science is boring or intimidating? Think again! Learn about how nitrogen revolutionized global food production, how plastic started with a billiard ball before taking over the world, the hackers who created the information age, and more!",COMPLETED,25,DOC SERIES,FUN,ADULTS 18-34,MANTA/RIDI
d58e47b6-cf3e-43cf-8c91-c52f6f9d4ab6,,"Miss You, Lucifer",,,1000000,,,,[],LGBTQ+,Okdong,,,,e05e353c-60c7-4253-a7da-e0da35f3cf44,2025-07-23 08:56:59.827661+00,2025-07-23 08:56:59.827661+00,Moscareto,"Notting Hill, Heartstopper, Call Me By Your Name",A gay romp that dives into the vagaries of fame.,"An A-list star has a crush.. on me?
Lucifer, a member of the obscure idol group Sweet Devils, dreams of making it big. His one claim to fame — an accidental pants-ripping on air — leads to a chance encounter with A-list star Kwonjun Kang. Turns out, Kwonjun has been harboring an intense crush on Lucifer. What will happen when an unexpected one-night stand leads to an ambiguous romance? How will this A-list star and D-list idol navigate their relationship?",COMPLETED,22,DRAMA SERIES,ROM-COM,ADULTS 18-34,MANTA/RIDI
d9ca7295-628e-4bb2-ab9c-b4f87461405a,,Even If...,,,1000000,,,,[],THRILLER,Jang Hyun,,,,e05e353c-60c7-4253-a7da-e0da35f3cf44,2025-07-23 08:56:59.827661+00,2025-07-23 08:56:59.827661+00,Jang Hyun,Eastern Promises,"He’s using her to kill her brother (because her brother’s actions led to the death of his sister). It’s a callous lie… until it turns to love. Truly one of the most compelling, dynamic soapy crime thrillers.","Woohyun lives life on autopilot as a high-ranking member of a crime syndicate. But all that changes when his sister, conned by her boyfriend, commits suicide. Wanting revenge, Woohyun targets the boyfriend's sister, Yoohwa. But as their lives collide, she slowly weakens his resolve... and his heart.",ONGOING,49,DRAMA SERIES,SUSPENSEFUL,ADULTS 18-34,MANTA/RIDI
dcd7e33a-9f38-4195-ab76-81e7008469fe,,The Summer of Penguins,,,1000000,,,,[],DRAMA,"Won Young Lee,  Ahyoung Woo",,,,e05e353c-60c7-4253-a7da-e0da35f3cf44,2025-07-23 08:56:59.827661+00,2025-07-23 08:56:59.827661+00,"Heejun Yoo,  Dabhin Yu",127 Hours,Nature adventure and survivalist thriller,"Animal behaviorist Hyunwoo's love for penguins drives him all the way over to Antarctica. Once there, however, he encounters a series of mishaps and soon discovers that surviving in the harsh cold is no easy feat. Will Hyunwoo be able to conduct his research and return to Korea in one piece?",COMPLETED,13,FEATURE FILM,ADVENTURE,ADULTS 18-34,MANTA/RIDI
e303fd03-53ab-4402-893c-df7d96bdb19b,,The Golden Light of Dawn,,,5000000,,,,[],ROMANCE,Manta Comics,,,,e05e353c-60c7-4253-a7da-e0da35f3cf44,2025-07-23 08:56:59.827661+00,2025-07-23 08:56:59.827661+00,Seolon Han,"Lone Wolf & Cub, Game of Thrones",A unique story of a tough female guardian and a chosen one,"You're still precious to me.
After losing her family in a demon attack, Rosha is reborn as the 777th most powerful magic knight in the Golden Dawn Society. To avenge her family, she trains hard and rises through the ranks against the odds. Then, she is tasked with protecting little Joshua, who is said to be the Child of God...",ONGOING,62,DRAMA SERIES,EXCITING,ADULTS 18-34,MANTA/RIDI
e39d4a5c-be53-473f-92ba-e81f43bf1d1c,,Fry My Life,,,1000000,,,,[],COMEDY,Kkingkkang,,,,e05e353c-60c7-4253-a7da-e0da35f3cf44,2025-07-23 08:56:59.827661+00,2025-07-23 08:56:59.827661+00,Duwon Lim & Bohyun Kim,Superstore,A workplace comedy with a fun conspiratorial engine,"To fry or not to fry, that is the question!
After an innocent favor blows up in his face, Hachan is desperate to start afresh. His last remaining hope is to infiltrate a mysterious fried food shop to reveal its secret, which will guarantee him a job as a reporter. But his investigation soon takes him down a completely unexpected path...",COMPLETED,12,COMEDY SERIES,WACKY,ADULTS 18-34,MANTA/RIDI
ea3bcb6b-071f-44ab-80bd-fde3c261f6b6,,Call Me Master,,,2000000,,,,[],ROMANCE,Manta Comics,,,,e05e353c-60c7-4253-a7da-e0da35f3cf44,2025-07-23 08:56:59.827661+00,2025-07-23 08:56:59.827661+00,Manta Comics,Daenerys & Khal Drogo in Game of Thrones,Memory loss and power dynamics add spice to this romance fantasy.,"If anyone discovers that slave master Ananse has lost her memory, she will be killed. So to save herself, she ropes in Solteo, a slave who hates her beyond compare. Her proposal? ""Help me uphold my old image, and you'll be freed."" His reply? ""I'll make you regret ever requesting that, my master.""",ONGOING,19,DRAMA SERIES,THRILLING,ADULTS 18-34,MANTA/RIDI
eef8a76c-7b45-4bf4-8ae8-f19a41620118,,Cold-Blooded Beast,,,1000000,,,,[],LGBTQ+,10min,,,,e05e353c-60c7-4253-a7da-e0da35f3cf44,2025-07-23 08:56:59.827661+00,2025-07-23 08:56:59.827661+00,10min,"Cloud Atlas, Splash",A supernatural thriller with LGBTQ+ leads.,"A human and a beast living under one roof.
Chaewool's heart shatters after the death of his boss, Chaehun, whom he had long admired in secret. But soon after, Chaehun returns. Does that mean he's alive? Something is amiss... The perfect facade of the boss Chaewool knew remains intact, but who is this cold, serpentine beast lurking within?",ONGOING,31,DRAMA SERIES,EXCITING,ADULTS 18-34,MANTA/RIDI
f038c5c8-5dae-42f1-a550-2d22f89ac6f1,,My Second Life as an Idol,,,1000000,,,,[],GROUNDED FANTASY K-POP DRAMA,Manta Comics,,,,e05e353c-60c7-4253-a7da-e0da35f3cf44,2025-07-23 08:56:59.827661+00,2025-07-23 08:56:59.827661+00,PJ,"Star, Daisy Jones & the Six, Heaven Can Wait","With K-Pop exploding globally, this wish-fulfillment story takes audiences into the heart of K-Pop, as a washed up K-Pop “never was” dies… only to be put in the body of a younger hopeful (HEAVEN CAN WAIT style)","From failed idol to hailed idol!
Flop idol Yongmin dies an unfortunate death but is given a second chance at life in the body of Ian, a super hot rich kid with a voice to match. At his side, he finds Jin, a mysterious soul tasked with guiding Ian to becoming a certified star. But is it really all smooth sailing from here?",ONGOING,39,DRAMA SERIES,SOAPY,ADULTS 18-34,MANTA/RIDI
f0bea0b4-b909-45a4-b3df-183c0b75a731,,Your Eternal Lies,,,5000000,,,,[],ROMANCE,Kkomak,,,,e05e353c-60c7-4253-a7da-e0da35f3cf44,2025-07-23 08:56:59.827661+00,2025-07-23 08:56:59.827661+00,"Jeonhoochi, Kkomak",Dungeons & Dragons: Honor Among Thieves,"Crime, justice and intrigue in a fantasy setting","Don't believe a word she says.
Infamous jailbreaker Rosen Walker is finally being transferred to the Isle of Monte, the most notorious maximum security prison in the world. Her guard? None other than the beloved war hero of the empire himself — Ian Connor. Now he must unravel the truth. Is Rosen really a murderer? Or is there more to the story?",ONGOING,64,DRAMA SERIES,EXCITING,ADULTS 18-34,MANTA/RIDI
f30fa65e-9941-49c5-8c40-813c984393d0,,I Became a Doting Father,,,2000000,,,,[],COMEDY,Sayan,,,,e05e353c-60c7-4253-a7da-e0da35f3cf44,2025-07-23 08:56:59.827661+00,2025-07-23 08:56:59.827661+00,Kiwoo,"Party of Five, This is Us","A sweet, soapy story that appeals to younger people, based on the “what if” factor, and parents, watching our young lead struggle with parenthood","24-year-old Juwon Lee works part-time at a convenience store and lives alone in his small apartment. One day his uncle passes away and leaves behind a 4-year-old daughter, the cute little Yeondu. Instead of letting her be sent to an orphanage, Juwon steps up and decides to be her new guardian.",ONGOING,100,COMEDY SERIES,HEART-,ADULTS 18-34,MANTA/RIDI
f48c9a16-9b62-453d-bdfe-bbece3ef71f4,,Sangyang: The Wanderer,,,1000000,,,,[],LGBTQ+,Gyujik,,,,e05e353c-60c7-4253-a7da-e0da35f3cf44,2025-07-23 08:56:59.827661+00,2025-07-23 08:56:59.827661+00,Gyujik,Eastern Promises,"LGBTQ+ romance blended with crime, action and thriller elements","Someone's tattooing Xin in his sleep.
On the night of his birthday, Xin, the sole heir of the powerful Zhou family, reunites with Lau, his clan guardian, and confides in him about the mysterious tattoo forming on his back. Lau begrudgingly sets off to investigate this strange phenomenon, but what secrets will he uncover along the way?",ONGOING,14,DRAMA SERIES,THRILLER,ADULTS 18-34,MANTA/RIDI
f786a9ea-3a4f-4153-bfef-c5d4d4972830,,The Superheroes of Class F,,,1000000,,,,[],ACTION,Manta Comics,,,,e05e353c-60c7-4253-a7da-e0da35f3cf44,2025-07-23 08:56:59.827661+00,2025-07-23 08:56:59.827661+00,Manta Comics,"The Boys, School of Rock","A comedy that has fun with our obsession with superheroes 
Selected as one of the 30 titles to be presented during the Asian Contents & Film Market : Busan Story Market (Held during the week of Busan Film Festival in October)","Can’t be the superhero? Be the supervillain.
Welcome to Leaders Academy for the Superhumanly Gifted! As Korea’s most elite superhero institution, we aim to bring out the best in our students and encourage them to use their powers for the good of— Pardon? Class F, you say? Apologies, but we don't talk about Class F here.",ONGOING,15,COMEDY SERIES OR FEATURE,ACERBIC,ADULTS 18-34,MANTA/RIDI
f7ee12ef-6fd3-432d-8db7-3d62714394da,,I Wanna Be the Madam!,,,1000000,,,,[],COMEDY,Tae San,,,,e05e353c-60c7-4253-a7da-e0da35f3cf44,2025-07-23 08:56:59.827661+00,2025-07-23 08:56:59.827661+00,Tae San,Theater Camp,The lure of low-level showbiz has never been stranger!,"I'm gonna become the madam!
Failed college entrance exams leave Heera feeling hopeless. That is, until she submits her ""appeal"" to a theater troupe at a folk village, catching the attention of the troupe's leader and changing her path forever. Now, Heera strives not to go to college, but to become the troupe's madam!",COMPLETED,31,COMEDY SERIES,WILD,ADULTS 18-34,MANTA/RIDI
fb21cfd8-1f3d-4382-bfac-0ffe5f07baad,,Getting Along Just Fine,,,1000000,,,,[],COMEDY,One King,,,,e05e353c-60c7-4253-a7da-e0da35f3cf44,2025-07-23 08:56:59.827661+00,2025-07-23 08:56:59.827661+00,Sanho Park & Garden,Better Things,A mother/daughter story with heart and humor,"A single mother who makes a living translating thriller novels, a teenage daughter just a bit on the unique side, and a cat with a penchant for tube treats. We might not be the perfect family, but we're doing our best in our own way!",COMPLETED,20,COMEDY SERIES,BITTERSWEET,ADULTS 18-34,MANTA/RIDI
