column_18,column_19,column_20,commentBody,commentDateDeleted,commentDateLastEdited,commentDeleted,commentDeletedByUserId,commentHTMLBody,commentId,commentIsPrivate,commentLastEditedByUserId,commentPostedByUserId,commentPostedDateTime,contentType,installationId,lockdownId,objectId,objectType,projectId
(12366144,383455,'<div>\n Sorry for the 11-3 (Flip page,<div>\n 11-3 and 11-4 are added.\n</div>,,2023-03-15 13:13:39,0,,,12365968,0,581205,581205,2023-03-15 13:13:39,'HTML'),383455,,31624742,task,645627
